id,date,city,country,pax,type,agent_id,channel,status,revenue,profit,nights
TRV-10258,2026-06-01,פריז,צרפת,1,חבילה,8629,אתר,שולם,2409,503,5
TRV-10156,2026-06-02,פראג,צ'כיה,2,טיול מודרך,8411,טלפון,ממתין לתשלום,8204,1701,4
TRV-10301,2026-06-02,אתונה,יוון,2,טיול מודרך,4111,אתר,שולם,8732,815,11
TRV-10208,2026-06-03,אמסטרדם,הולנד,3,חבילה,9320,טלפון,בוטל,9873,2163,6
TRV-10311,2026-06-03,דובאי,איחוד האמירויות,1,קרוז,8411,סוכן משנה,שולם,4308,777,11
TRV-10532,2026-06-03,פראג,צ'כיה,6,מלון בלבד,8629,מטא Ads,שולם,6660,924,11
TRV-10581,2026-06-03,ברצלונה,ספרד,1,מלון בלבד,9320,טלפון,ממתין לתשלום,1557,321,12
TRV-10629,2026-06-03,ניו יורק,"ארה""ב",2,חבילה,4025,אתר,שולם,3964,501,11
TRV-10019,2026-06-04,רומא,איטליה,3,מלון בלבד,8402,סוכן משנה,שולם,3201,477,5
TRV-10051,2026-06-04,ברצלונה,ספרד,2,חבילה,4025,אתר,ממתין לתשלום,4290,938,3
TRV-10346,2026-06-04,ברצלונה,ספרד,3,קרוז,9320,אתר,שולם,14361,1886,10
TRV-10177,2026-06-05,ברצלונה,ספרד,6,טיסה בלבד,8402,סוכן משנה,שולם,7800,735,9
TRV-10116,2026-06-06,ניו יורק,"ארה""ב",4,קרוז,4111,אתר,שולם,18176,1907,11
TRV-10427,2026-06-07,פריז,צרפת,2,חבילה,8402,אתר,שולם,5790,814,4
TRV-10193,2026-06-09,רומא,איטליה,2,טיסה בלבד,8402,אתר,ממתין לתשלום,2410,377,3
TRV-10043,2026-06-10,ברצלונה,ספרד,2,קרוז,8411,מטא Ads,שולם,7760,1122,5
TRV-10259,2026-06-10,לונדון,בריטניה,5,מלון בלבד,8402,מטא Ads,שולם,5340,1038,6
TRV-10431,2026-06-10,פריז,צרפת,4,טיסה בלבד,8402,מטא Ads,שולם,3036,290,8
TRV-10181,2026-06-11,בנגקוק,תאילנד,2,טיול מודרך,8411,מטא Ads,שולם,10972,2394,10
TRV-10424,2026-06-11,פריז,צרפת,2,מלון בלבד,4025,מטא Ads,שולם,1982,417,8
TRV-10459,2026-06-11,לרנקה,קפריסין,6,טיול מודרך,8402,וואטסאפ,שולם,22188,2342,12
TRV-10543,2026-06-11,פראג,צ'כיה,4,קרוז,9320,אתר,שולם,17092,3408,9
TRV-10643,2026-06-11,אתונה,יוון,4,קרוז,8402,מטא Ads,שולם,12004,2212,3
TRV-10708,2026-06-11,ניו יורק,"ארה""ב",3,חבילה,8629,מטא Ads,שולם,8454,811,3
TRV-10584,2026-06-12,ניו יורק,"ארה""ב",3,טיול מודרך,8402,סוכן משנה,שולם,14460,1998,4
TRV-10025,2026-06-13,לונדון,בריטניה,2,מלון בלבד,8629,מטא Ads,שולם,2230,434,9
TRV-10045,2026-06-13,טביליסי,גאורגיה,2,טיול מודרך,9320,אתר,שולם,9884,1791,9
TRV-10165,2026-06-13,לונדון,בריטניה,3,מלון בלבד,8629,מטא Ads,שולם,3639,571,4
TRV-10332,2026-06-13,אמסטרדם,הולנד,4,טיול מודרך,8411,אתר,שולם,19800,3029,3
TRV-10705,2026-06-13,לונדון,בריטניה,1,חבילה,8411,וואטסאפ,שולם,2154,292,10
TRV-10219,2026-06-14,רומא,איטליה,2,מלון בלבד,8411,טלפון,שולם,2338,277,10
TRV-10215,2026-06-15,ברצלונה,ספרד,1,טיול מודרך,4025,מטא Ads,שולם,4679,793,9
TRV-10559,2026-06-15,אתונה,יוון,2,טיסה בלבד,4025,אתר,בוטל,2366,242,7
TRV-10694,2026-06-15,ניו יורק,"ארה""ב",4,טיסה בלבד,4025,סוכן משנה,ממתין לתשלום,4544,986,6
TRV-10036,2026-06-16,רומא,איטליה,1,מלון בלבד,8411,אתר,שולם,1389,213,4
TRV-10383,2026-06-16,אמסטרדם,הולנד,5,מלון בלבד,4111,טלפון,שולם,8590,945,8
TRV-10202,2026-06-17,רומא,איטליה,5,מלון בלבד,8411,אתר,שולם,6805,1048,7
TRV-10344,2026-06-17,טביליסי,גאורגיה,3,טיול מודרך,8402,סוכן משנה,שולם,16629,2700,4
TRV-10508,2026-06-17,טביליסי,גאורגיה,2,מלון בלבד,8629,מטא Ads,שולם,2360,223,4
TRV-10601,2026-06-19,פריז,צרפת,1,טיול מודרך,8411,טלפון,ממתין לתשלום,5426,810,10
TRV-10001,2026-06-20,ניו יורק,"ארה""ב",3,טיסה בלבד,4025,וואטסאפ,שולם,2325,237,12
TRV-10191,2026-06-21,פריז,צרפת,2,קרוז,8402,אתר,שולם,7414,1240,10
TRV-10566,2026-06-21,פראג,צ'כיה,3,טיסה בלבד,8629,מטא Ads,שולם,3648,619,5
TRV-10081,2026-06-22,פריז,צרפת,2,טיול מודרך,9320,אתר,שולם,8138,1623,11
TRV-10108,2026-06-22,טביליסי,גאורגיה,3,טיסה בלבד,8411,אתר,שולם,3156,555,10
TRV-10372,2026-06-22,בנגקוק,תאילנד,2,מלון בלבד,4025,וואטסאפ,שולם,3436,721,5
TRV-10518,2026-06-22,פריז,צרפת,4,קרוז,8629,מטא Ads,שולם,16636,3556,5
TRV-10375,2026-06-23,לרנקה,קפריסין,4,טיול מודרך,9320,אתר,ממתין לתשלום,21060,3560,5
TRV-10455,2026-06-23,ניו יורק,"ארה""ב",2,טיול מודרך,8629,אתר,שולם,7014,885,4
TRV-10560,2026-06-23,טביליסי,גאורגיה,4,מלון בלבד,4111,וואטסאפ,שולם,4156,514,8
TRV-10222,2026-06-24,טביליסי,גאורגיה,2,חבילה,4025,וואטסאפ,שולם,4796,497,6
TRV-10253,2026-06-24,אמסטרדם,הולנד,2,טיסה בלבד,8629,אתר,שולם,2530,294,10
TRV-10140,2026-06-25,טביליסי,גאורגיה,6,חבילה,9320,וואטסאפ,ממתין לתשלום,13200,1431,10
TRV-10675,2026-06-25,בנגקוק,תאילנד,4,טיסה בלבד,8402,מטא Ads,שולם,5008,930,8
TRV-10086,2026-06-26,דובאי,איחוד האמירויות,3,חבילה,4025,אתר,שולם,7410,808,9
TRV-10718,2026-06-27,דובאי,איחוד האמירויות,2,טיסה בלבד,9320,וואטסאפ,שולם,1716,305,10
TRV-10092,2026-06-28,לרנקה,קפריסין,4,חבילה,9320,מטא Ads,שולם,11292,1032,10
TRV-10448,2026-06-28,אתונה,יוון,3,טיול מודרך,4025,אתר,שולם,12156,1502,11
TRV-10478,2026-06-28,לונדון,בריטניה,1,חבילה,4111,וואטסאפ,שולם,3124,372,7
TRV-10488,2026-06-28,לונדון,בריטניה,2,חבילה,4111,טלפון,שולם,5656,959,8
TRV-10046,2026-06-29,פראג,צ'כיה,1,טיסה בלבד,8629,מטא Ads,שולם,1225,145,12
TRV-10198,2026-06-30,אמסטרדם,הולנד,2,טיסה בלבד,8402,וואטסאפ,בוטל,2096,292,7
TRV-10321,2026-06-30,רומא,איטליה,1,טיסה בלבד,9320,וואטסאפ,שולם,1187,223,9
TRV-10151,2026-07-01,טביליסי,גאורגיה,2,טיסה בלבד,8402,טלפון,ממתין לתשלום,2554,305,12
TRV-10320,2026-07-01,דובאי,איחוד האמירויות,2,טיול מודרך,8402,מטא Ads,שולם,12858,1641,4
TRV-10369,2026-07-01,אתונה,יוון,4,קרוז,9320,מטא Ads,ממתין לתשלום,17384,2362,7
TRV-10646,2026-07-01,טביליסי,גאורגיה,2,מלון בלבד,4111,אתר,שולם,3414,719,12
TRV-10347,2026-07-03,אמסטרדם,הולנד,3,טיסה בלבד,9320,טלפון,שולם,3213,575,5
TRV-10032,2026-07-04,טביליסי,גאורגיה,5,טיול מודרך,4025,מטא Ads,שולם,33195,4686,4
TRV-10513,2026-07-04,אמסטרדם,הולנד,4,טיול מודרך,4025,מטא Ads,שולם,23992,3435,10
TRV-10246,2026-07-05,רומא,איטליה,2,טיסה בלבד,8629,מטא Ads,שולם,2080,353,4
TRV-10120,2026-07-07,בנגקוק,תאילנד,2,טיסה בלבד,8411,אתר,שולם,2294,375,5
TRV-10348,2026-07-07,טביליסי,גאורגיה,2,מלון בלבד,8411,אתר,שולם,4630,476,7
TRV-10654,2026-07-07,דובאי,איחוד האמירויות,2,חבילה,9320,אתר,שולם,7240,994,10
TRV-10221,2026-07-08,דובאי,איחוד האמירויות,2,טיסה בלבד,8402,טלפון,שולם,3010,284,6
TRV-10686,2026-07-09,דובאי,איחוד האמירויות,4,טיסה בלבד,8411,מטא Ads,שולם,6268,1002,12
TRV-10176,2026-07-10,אתונה,יוון,2,טיסה בלבד,8411,אתר,ממתין לתשלום,2046,266,8
TRV-10288,2026-07-10,אתונה,יוון,4,טיול מודרך,4025,אתר,שולם,28172,5344,3
TRV-10454,2026-07-10,פראג,צ'כיה,2,חבילה,8402,אתר,שולם,7290,757,9
TRV-10627,2026-07-11,לונדון,בריטניה,6,טיול מודרך,8629,סוכן משנה,שולם,33348,4502,10
TRV-10649,2026-07-12,אמסטרדם,הולנד,3,טיול מודרך,8411,וואטסאפ,שולם,20613,2605,7
TRV-10178,2026-07-13,פריז,צרפת,2,טיול מודרך,8402,מטא Ads,שולם,13582,1712,10
TRV-10039,2026-07-15,אמסטרדם,הולנד,1,טיול מודרך,9320,מטא Ads,שולם,7463,974,12
TRV-10270,2026-07-15,אתונה,יוון,4,מלון בלבד,8402,אתר,שולם,6176,682,4
TRV-10367,2026-07-15,אתונה,יוון,4,טיסה בלבד,8402,טלפון,שולם,6552,1137,12
TRV-10547,2026-07-15,פראג,צ'כיה,2,מלון בלבד,8411,אתר,שולם,3756,454,7
TRV-10213,2026-07-16,רומא,איטליה,1,טיסה בלבד,8402,טלפון,שולם,1074,168,6
TRV-10465,2026-07-17,פראג,צ'כיה,2,טיסה בלבד,4111,וואטסאפ,שולם,3452,432,12
TRV-10525,2026-07-17,רומא,איטליה,2,טיול מודרך,8411,טלפון,שולם,14840,2306,10
TRV-10061,2026-07-18,רומא,איטליה,3,חבילה,9320,מטא Ads,שולם,10779,2309,5
TRV-10420,2026-07-18,רומא,איטליה,3,טיול מודרך,8402,אתר,שולם,18288,2389,10
TRV-10304,2026-07-19,פריז,צרפת,5,מלון בלבד,4111,וואטסאפ,שולם,8760,799,8
TRV-10443,2026-07-19,פראג,צ'כיה,2,טיסה בלבד,4111,אתר,שולם,3018,325,9
TRV-10495,2026-07-19,פראג,צ'כיה,4,טיסה בלבד,8402,וואטסאפ,שולם,5536,544,3
TRV-10585,2026-07-19,ברצלונה,ספרד,3,טיסה בלבד,8402,וואטסאפ,שולם,3282,423,8
TRV-10179,2026-07-20,טביליסי,גאורגיה,1,חבילה,8402,טלפון,שולם,4391,780,11
TRV-10342,2026-07-20,ברצלונה,ספרד,2,קרוז,8411,טלפון,שולם,10710,2051,12
TRV-10605,2026-07-20,פריז,צרפת,1,קרוז,9320,מטא Ads,שולם,5615,720,6
TRV-10586,2026-07-21,ניו יורק,"ארה""ב",5,חבילה,8402,וואטסאפ,שולם,13635,1901,10
TRV-10233,2026-07-22,פראג,צ'כיה,4,מלון בלבד,9320,אתר,שולם,8432,1530,10
TRV-10244,2026-07-22,אמסטרדם,הולנד,4,מלון בלבד,8411,אתר,שולם,8984,1469,8
TRV-10416,2026-07-22,אתונה,יוון,4,חבילה,8411,אתר,שולם,10676,1456,6
TRV-10109,2026-07-23,בנגקוק,תאילנד,3,מלון בלבד,8411,טלפון,ממתין לתשלום,4179,521,5
TRV-10374,2026-07-23,אתונה,יוון,4,חבילה,8402,וואטסאפ,שולם,16056,2432,5
TRV-10417,2026-07-23,לרנקה,קפריסין,2,מלון בלבד,8402,אתר,שולם,2622,541,11
TRV-10251,2026-07-24,אמסטרדם,הולנד,4,חבילה,9320,מטא Ads,בוטל,12932,1527,9
TRV-10075,2026-07-25,רומא,איטליה,2,מלון בלבד,9320,סוכן משנה,שולם,2758,451,10
TRV-10548,2026-07-25,ניו יורק,"ארה""ב",1,טיסה בלבד,4111,וואטסאפ,שולם,1729,373,9
TRV-10262,2026-07-26,רומא,איטליה,2,טיול מודרך,4111,אתר,שולם,12744,2410,4
TRV-10312,2026-07-26,פריז,צרפת,1,חבילה,4111,מטא Ads,שולם,3682,567,4
TRV-10450,2026-07-26,פראג,צ'כיה,2,חבילה,9320,אתר,שולם,5372,583,8
TRV-10683,2026-07-26,ברצלונה,ספרד,4,מלון בלבד,8629,טלפון,שולם,8468,1501,7
TRV-10018,2026-07-27,ברצלונה,ספרד,2,חבילה,8411,אתר,שולם,6884,899,4
TRV-10210,2026-07-27,לונדון,בריטניה,2,טיסה בלבד,8411,אתר,שולם,2758,533,12
TRV-10232,2026-07-27,דובאי,איחוד האמירויות,2,מלון בלבד,4111,וואטסאפ,שולם,4326,601,10
TRV-10445,2026-07-27,אמסטרדם,הולנד,2,טיול מודרך,4025,מטא Ads,שולם,9202,1344,12
TRV-10047,2026-07-28,ברצלונה,ספרד,2,מלון בלבד,8629,אתר,שולם,4494,588,6
TRV-10287,2026-07-28,לרנקה,קפריסין,2,חבילה,8411,וואטסאפ,שולם,7098,1346,5
TRV-10350,2026-07-28,ברצלונה,ספרד,4,טיסה בלבד,8402,מטא Ads,שולם,5568,938,8
TRV-10070,2026-07-30,לונדון,בריטניה,3,טיסה בלבד,8629,מטא Ads,שולם,3366,732,3
TRV-10128,2026-07-30,לרנקה,קפריסין,2,מלון בלבד,8629,וואטסאפ,שולם,4478,535,4
TRV-10322,2026-07-30,לרנקה,קפריסין,2,טיול מודרך,8629,וואטסאפ,שולם,13962,2608,6
TRV-10341,2026-07-30,פראג,צ'כיה,3,טיול מודרך,8629,מטא Ads,שולם,22977,4726,7
TRV-10599,2026-07-30,טביליסי,גאורגיה,1,טיול מודרך,8402,מטא Ads,שולם,6671,839,8
TRV-10184,2026-08-01,רומא,איטליה,2,טיסה בלבד,4111,אתר,שולם,3116,581,6
TRV-10055,2026-08-03,לונדון,בריטניה,2,מלון בלבד,4025,סוכן משנה,שולם,4286,893,5
TRV-10546,2026-08-03,פריז,צרפת,2,טיסה בלבד,8629,סוכן משנה,ממתין לתשלום,3316,667,12
TRV-10068,2026-08-04,אתונה,יוון,3,קרוז,8629,מטא Ads,שולם,14274,2797,5
TRV-10111,2026-08-04,ברצלונה,ספרד,1,חבילה,4111,טלפון,ממתין לתשלום,3066,372,5
TRV-10413,2026-08-04,פראג,צ'כיה,3,טיסה בלבד,8411,וואטסאפ,שולם,4962,681,8
TRV-10467,2026-08-04,אתונה,יוון,2,קרוז,4111,מטא Ads,בוטל,11134,1258,11
TRV-10014,2026-08-06,רומא,איטליה,2,חבילה,4025,וואטסאפ,שולם,5408,666,7
TRV-10041,2026-08-06,בנגקוק,תאילנד,1,חבילה,4111,אתר,שולם,3525,684,4
TRV-10324,2026-08-06,רומא,איטליה,2,מלון בלבד,8411,מטא Ads,בוטל,3296,536,5
TRV-10486,2026-08-06,ברצלונה,ספרד,2,טיסה בלבד,4111,טלפון,שולם,2298,293,9
TRV-10365,2026-08-07,פראג,צ'כיה,2,חבילה,4111,סוכן משנה,שולם,7804,1325,9
TRV-10437,2026-08-07,ניו יורק,"ארה""ב",2,חבילה,4025,מטא Ads,שולם,5520,923,12
TRV-10249,2026-08-08,ניו יורק,"ארה""ב",4,טיול מודרך,8411,סוכן משנה,שולם,26528,5606,5
TRV-10331,2026-08-08,דובאי,איחוד האמירויות,2,קרוז,8629,אתר,שולם,8230,1719,3
TRV-10354,2026-08-08,לרנקה,קפריסין,2,מלון בלבד,9320,וואטסאפ,בוטל,3422,523,8
TRV-10011,2026-08-09,דובאי,איחוד האמירויות,4,קרוז,8629,אתר,שולם,15564,2580,8
TRV-10238,2026-08-09,דובאי,איחוד האמירויות,1,טיסה בלבד,4025,אתר,ממתין לתשלום,1432,301,4
TRV-10418,2026-08-10,אתונה,יוון,3,מלון בלבד,4025,מטא Ads,שולם,4095,520,5
TRV-10016,2026-08-11,רומא,איטליה,2,טיסה בלבד,8629,אתר,שולם,3128,449,5
TRV-10113,2026-08-11,פראג,צ'כיה,3,חבילה,4111,טלפון,שולם,8412,793,12
TRV-10327,2026-08-11,פריז,צרפת,5,חבילה,4025,אתר,שולם,21160,4322,5
TRV-10595,2026-08-12,בנגקוק,תאילנד,1,קרוז,8402,מטא Ads,שולם,6484,1115,8
TRV-10707,2026-08-12,טביליסי,גאורגיה,6,מלון בלבד,4111,מטא Ads,שולם,12900,1946,7
TRV-10236,2026-08-14,רומא,איטליה,3,טיול מודרך,4111,אתר,שולם,22431,4056,10
TRV-10493,2026-08-14,ברצלונה,ספרד,5,חבילה,4025,אתר,שולם,20045,2672,5
TRV-10555,2026-08-14,בנגקוק,תאילנד,2,קרוז,8402,אתר,בוטל,9412,1325,12
TRV-10169,2026-08-15,טביליסי,גאורגיה,4,טיסה בלבד,8629,וואטסאפ,שולם,4284,758,3
TRV-10279,2026-08-15,אמסטרדם,הולנד,1,חבילה,8411,וואטסאפ,שולם,3364,475,10
TRV-10506,2026-08-15,פריז,צרפת,3,קרוז,8411,טלפון,שולם,13737,1749,11
TRV-10582,2026-08-15,ברצלונה,ספרד,2,טיול מודרך,8402,וואטסאפ,ממתין לתשלום,11286,1661,11
TRV-10028,2026-08-16,ניו יורק,"ארה""ב",2,חבילה,8402,וואטסאפ,שולם,6090,1085,7
TRV-10414,2026-08-16,ניו יורק,"ארה""ב",6,טיול מודרך,8629,טלפון,שולם,30840,5181,9
TRV-10666,2026-08-16,רומא,איטליה,1,חבילה,8629,מטא Ads,שולם,3174,311,5
TRV-10071,2026-08-18,פריז,צרפת,1,מלון בלבד,4111,אתר,שולם,1744,180,4
TRV-10340,2026-08-18,בנגקוק,תאילנד,4,מלון בלבד,4025,טלפון,שולם,8408,1828,8
TRV-10607,2026-08-19,אמסטרדם,הולנד,1,חבילה,9320,וואטסאפ,שולם,4320,550,9
TRV-10490,2026-08-20,פריז,צרפת,4,טיול מודרך,4025,אתר,שולם,31696,4693,6
TRV-10050,2026-08-21,דובאי,איחוד האמירויות,2,טיסה בלבד,4111,וואטסאפ,שולם,3212,299,12
TRV-10271,2026-08-21,אמסטרדם,הולנד,1,קרוז,4111,וואטסאפ,שולם,5341,1121,3
TRV-10326,2026-08-21,פריז,צרפת,4,קרוז,4025,אתר,בוטל,22384,4357,4
TRV-10487,2026-08-22,אמסטרדם,הולנד,2,קרוז,8629,מטא Ads,ממתין לתשלום,9796,1559,11
TRV-10242,2026-08-23,אתונה,יוון,2,קרוז,8629,טלפון,שולם,12932,2487,8
TRV-10709,2026-08-23,אמסטרדם,הולנד,4,מלון בלבד,8402,וואטסאפ,שולם,8676,1211,9
TRV-10227,2026-08-24,טביליסי,גאורגיה,1,טיסה בלבד,9320,אתר,שולם,1430,266,4
TRV-10280,2026-08-24,ניו יורק,"ארה""ב",2,מלון בלבד,8629,אתר,ממתין לתשלום,2674,414,12
TRV-10571,2026-08-25,ניו יורק,"ארה""ב",3,טיסה בלבד,9320,טלפון,שולם,4032,497,7
TRV-10656,2026-08-26,לרנקה,קפריסין,4,מלון בלבד,8411,אתר,שולם,8232,1727,5
TRV-10381,2026-08-27,רומא,איטליה,2,קרוז,9320,מטא Ads,ממתין לתשלום,8724,1817,8
TRV-10060,2026-08-28,בנגקוק,תאילנד,1,מלון בלבד,4111,טלפון,ממתין לתשלום,1560,252,11
TRV-10378,2026-08-28,אמסטרדם,הולנד,2,טיסה בלבד,9320,אתר,שולם,2596,302,3
TRV-10472,2026-08-28,טביליסי,גאורגיה,4,טיול מודרך,9320,טלפון,שולם,19248,3230,10
TRV-10029,2026-08-29,פראג,צ'כיה,1,טיסה בלבד,8402,אתר,שולם,1292,245,5
TRV-10209,2026-08-29,לרנקה,קפריסין,3,חבילה,4025,מטא Ads,שולם,7854,1117,11
TRV-10659,2026-08-29,לרנקה,קפריסין,2,טיול מודרך,4025,אתר,ממתין לתשלום,13260,1927,3
TRV-10380,2026-08-30,בנגקוק,תאילנד,3,קרוז,9320,מטא Ads,בוטל,18408,2083,6
TRV-10403,2026-08-31,פריז,צרפת,1,טיסה בלבד,4025,אתר,בוטל,1754,373,6
TRV-10509,2026-09-01,בנגקוק,תאילנד,2,טיסה בלבד,8402,מטא Ads,שולם,2614,523,11
TRV-10514,2026-09-01,אמסטרדם,הולנד,2,קרוז,4025,אתר,שולם,8744,1738,12
TRV-10183,2026-09-02,אתונה,יוון,4,מלון בלבד,8411,מטא Ads,שולם,6664,870,8
TRV-10712,2026-09-02,ברצלונה,ספרד,2,טיסה בלבד,8629,אתר,בוטל,1734,311,7
TRV-10199,2026-09-03,פראג,צ'כיה,2,טיסה בלבד,9320,אתר,שולם,1900,342,7
TRV-10562,2026-09-04,רומא,איטליה,1,טיול מודרך,9320,מטא Ads,שולם,6145,827,11
TRV-10579,2026-09-04,אמסטרדם,הולנד,1,מלון בלבד,8411,וואטסאפ,שולם,1387,215,3
TRV-10272,2026-09-05,ניו יורק,"ארה""ב",2,קרוז,8411,אתר,שולם,9174,1377,10
TRV-10303,2026-09-05,ניו יורק,"ארה""ב",2,קרוז,9320,וואטסאפ,שולם,9692,933,10
TRV-10058,2026-09-07,אתונה,יוון,2,קרוז,9320,וואטסאפ,שולם,9152,1287,4
TRV-10276,2026-09-07,ברצלונה,ספרד,3,מלון בלבד,9320,אתר,ממתין לתשלום,5490,620,6
TRV-10278,2026-09-07,ברצלונה,ספרד,1,מלון בלבד,4025,סוכן משנה,שולם,1886,215,7
TRV-10528,2026-09-07,טביליסי,גאורגיה,2,טיסה בלבד,8402,וואטסאפ,בוטל,2802,586,8
TRV-10207,2026-09-08,טביליסי,גאורגיה,2,חבילה,8629,טלפון,שולם,6528,649,8
TRV-10351,2026-09-09,אמסטרדם,הולנד,3,קרוז,4025,וואטסאפ,שולם,13608,2752,8
TRV-10697,2026-09-09,דובאי,איחוד האמירויות,1,טיסה בלבד,8411,טלפון,שולם,1297,233,5
TRV-10007,2026-09-11,אתונה,יוון,2,מלון בלבד,8411,אתר,בוטל,2804,529,4
TRV-10379,2026-09-11,ניו יורק,"ארה""ב",1,טיסה בלבד,9320,אתר,שולם,1229,197,6
TRV-10072,2026-09-12,ברצלונה,ספרד,2,מלון בלבד,9320,סוכן משנה,שולם,3076,412,4
TRV-10038,2026-09-13,טביליסי,גאורגיה,2,קרוז,9320,וואטסאפ,שולם,9198,1734,7
TRV-10671,2026-09-13,לרנקה,קפריסין,3,חבילה,4111,סוכן משנה,שולם,7653,1030,9
TRV-10704,2026-09-13,טביליסי,גאורגיה,4,חבילה,8402,אתר,בוטל,9044,1535,6
TRV-10291,2026-09-14,פראג,צ'כיה,2,חבילה,9320,טלפון,שולם,6676,648,9
TRV-10407,2026-09-14,רומא,איטליה,4,חבילה,9320,אתר,שולם,8764,1621,12
TRV-10006,2026-09-16,פריז,צרפת,2,חבילה,8411,וואטסאפ,בוטל,5848,828,6
TRV-10087,2026-09-16,ברצלונה,ספרד,2,קרוז,8411,טלפון,שולם,8416,1818,4
TRV-10349,2026-09-16,אתונה,יוון,2,מלון בלבד,9320,אתר,שולם,3896,679,3
TRV-10710,2026-09-16,ברצלונה,ספרד,1,טיסה בלבד,8411,וואטסאפ,שולם,849,172,12
TRV-10408,2026-09-17,ניו יורק,"ארה""ב",4,טיסה בלבד,4025,מטא Ads,שולם,5100,703,9
TRV-10677,2026-09-17,ברצלונה,ספרד,5,טיסה בלבד,4111,מטא Ads,שולם,4735,1010,12
TRV-10423,2026-09-18,ברצלונה,ספרד,2,טיול מודרך,4025,טלפון,ממתין לתשלום,11128,1191,10
TRV-10480,2026-09-18,בנגקוק,תאילנד,2,טיול מודרך,8402,אתר,ממתין לתשלום,12676,1502,10
TRV-10590,2026-09-18,דובאי,איחוד האמירויות,3,קרוז,4111,אתר,שולם,10746,1334,6
TRV-10657,2026-09-18,לונדון,בריטניה,2,מלון בלבד,8402,וואטסאפ,שולם,3128,495,4
TRV-10042,2026-09-19,ברצלונה,ספרד,1,טיול מודרך,9320,אתר,בוטל,5179,1005,10
TRV-10163,2026-09-19,דובאי,איחוד האמירויות,2,חבילה,4025,טלפון,שולם,7280,1333,5
TRV-10190,2026-09-19,טביליסי,גאורגיה,2,קרוז,4111,וואטסאפ,שולם,8388,1006,3
TRV-10553,2026-09-19,ניו יורק,"ארה""ב",5,טיול מודרך,8402,מטא Ads,בוטל,31295,4674,7
TRV-10685,2026-09-20,רומא,איטליה,2,קרוז,4111,מטא Ads,בוטל,8510,1117,11
TRV-10119,2026-09-21,רומא,איטליה,2,טיסה בלבד,8411,מטא Ads,שולם,2390,507,8
TRV-10143,2026-09-21,פראג,צ'כיה,5,טיסה בלבד,9320,טלפון,שולם,5695,1137,3
TRV-10150,2026-09-21,ברצלונה,ספרד,2,טיול מודרך,8629,מטא Ads,שולם,9140,1614,7
